id_venda,id_produto,data_venda,qtd,valor_venda_reais,custo_usd,taxa_cambio,custo_reais,lucro_prejuizo,prejuizo
3066,69,2023-11-23,4,172007.0,9219.51,5.0,46097.55,125909.45,0.0
3067,139,2023-10-02,12,17099.0,246.89,5.0,1234.4499999999998,15864.55,0.0
3068,10,2024-08-31,8,243450.8,6547.91,5.0,32739.55,210711.25,0.0
3069,90,2024-12-12,15,1186460.0,14571.29,5.0,72856.45000000001,1113603.55,0.0
3070,134,2024-03-19,5,23588.0,948.15,5.0,4740.75,18847.25,0.0
3071,102,2024-09-05,5,3952.0,199.93,5.0,999.6500000000001,2952.35,0.0
3072,67,2023-08-31,8,686312.0,16720.73,5.0,83603.65,602708.35,0.0
3073,116,2023-05-08,13,31807.9,502.24,5.0,2511.2,29296.7,0.0
3074,82,2024-06-09,14,722877.0,9770.29,5.0,48851.450000000004,674025.55,0.0
3075,148,2023-03-28,11,52641.0,919.03,5.0,4595.15,48045.85,0.0
3076,89,2023-07-11,4,298976.4,14832.32,5.0,74161.6,224814.80000000002,0.0
3077,28,2024-10-26,5,67728.35,2776.74,5.0,13883.699999999999,53844.65000000001,0.0
3078,23,2024-12-14,13,145322.0,2244.66,5.0,11223.3,134098.7,0.0
3079,109,2024-04-20,5,2958.3,123.24,5.0,616.1999999999999,2342.1000000000004,0.0
3080,40,2024-05-07,3,40424.4,2867.26,5.0,14336.300000000001,26088.1,0.0
3081,99,2023-04-14,7,713323.65,21330.89,5.0,106654.45,606669.2000000001,0.0
3082,37,2024-11-18,8,48542.0,1211.89,5.0,6059.450000000001,42482.55,0.0
3083,84,2023-10-20,14,607934.0,8951.16,5.0,44755.8,563178.2,0.0
3084,41,2024-08-04,8,80560.0,1906.75,5.0,9533.75,71026.25,0.0
3085,23,2023-03-31,4,44715.0,2108.74,5.0,10543.699999999999,34171.3,0.0
3086,18,2023-05-07,3,79717.0,4834.43,5.0,24172.15,55544.85,0.0
3087,73,2023-06-11,9,1288439.0,27541.35,5.0,137706.75,1150732.25,0.0
3088,92,2023-06-12,13,1097347.85,16745.97,5.0,83729.85,1013618.0000000001,0.0
3089,8,2024-03-28,12,59810.0,1006.07,5.0,5030.35,54779.65,0.0
3090,121,2023-06-22,2,7019.55,746.8,5.0,3734.0,3285.55,0.0
3091,58,2023-10-02,10,1088246.0,20157.55,5.0,100787.75,987458.25,0.0
3092,61,2023-05-06,5,133088.35,5396.92,5.0,26984.6,106103.75,0.0
3093,114,2023-05-07,13,10391.0,152.46,5.0,762.3000000000001,9628.7,0.0
3094,150,2024-05-31,11,17196.9,332.26,5.0,1661.3,15535.600000000002,0.0
3095,117,2023-10-31,1,4103.0,823.4,5.0,4117.0,-14.0,14.0
3096,62,2023-05-13,3,291332.7,20000.78,5.0,100003.9,191328.80000000002,0.0
3097,82,2023-11-11,11,539575.3,9770.29,5.0,48851.450000000004,490723.85000000003,0.0
3098,97,2023-11-30,3,385704.75,25607.88,5.0,128039.40000000001,257665.34999999998,0.0
3099,124,2024-03-19,12,45239.0,725.63,5.0,3628.15,41610.85,0.0
3100,106,2024-07-02,11,48234.0,918.37,5.0,4591.85,43642.15,0.0
3101,145,2024-08-27,12,49588.1,875.03,5.0,4375.15,45212.95,0.0
3102,117,2023-12-02,8,32824.0,823.4,5.0,4117.0,28707.0,0.0
3103,114,2023-11-30,15,11989.0,152.46,5.0,762.3000000000001,11226.7,0.0
3104,110,2024-06-30,1,2371.2,476.03,5.0,2380.1499999999996,-8.949999999999818,8.949999999999818
3105,120,2024-09-27,6,18747.0,635.45,5.0,3177.25,15569.75,0.0
3106,88,2024-06-17,8,386692.0,9896.1,5.0,49480.5,337211.5,0.0
3107,11,2024-09-27,14,481884.65,7246.24,5.0,36231.2,445653.45,0.0
3108,139,2023-07-07,14,18950.6,246.89,5.0,1234.4499999999998,17716.149999999998,0.0
3109,47,2023-06-28,13,75618.1,1496.29,5.0,7481.45,68136.65000000001,0.0
3110,78,2023-05-10,7,809714.45,23053.04,5.0,115265.20000000001,694449.25,0.0
3111,2,2023-03-14,11,153980.0,2577.22,5.0,12886.099999999999,141093.9,0.0
3112,15,2023-01-21,2,55800.0,5267.98,5.0,26339.899999999998,29460.100000000002,0.0
3113,105,2023-06-03,4,1176.1,62.64,5.0,313.2,862.8999999999999,0.0
3114,42,2023-01-08,6,35957.0,1263.57,5.0,6317.849999999999,29639.15,0.0
3115,105,2024-11-07,5,1470.6,57.36,5.0,286.8,1183.8,0.0
3116,105,2023-12-13,3,929.0,62.64,5.0,313.2,615.8,0.0
3117,5,2024-06-04,11,247341.05,4752.24,5.0,23761.199999999997,223579.84999999998,0.0
3118,27,2023-06-04,7,115580.0,3051.23,5.0,15256.15,100323.85,0.0
3119,6,2023-07-26,2,23640.0,2104.66,5.0,10523.3,13116.7,0.0
3120,52,2023-10-03,8,104151.35,2634.69,5.0,13173.45,90977.90000000001,0.0
3121,132,2024-03-01,3,4689.0,314.46,5.0,1572.3,3116.7,0.0
3122,123,2023-11-13,4,11108.0,535.37,5.0,2676.85,8431.15,0.0
3123,33,2023-09-29,7,44659.5,1268.8,5.0,6344.0,38315.5,0.0
3124,89,2024-05-06,6,448464.6,14832.32,5.0,74161.6,374303.0,0.0
3125,121,2024-02-24,11,40637.0,747.93,5.0,3739.6499999999996,36897.35,0.0
3126,13,2023-03-20,1,7359.65,1356.5,5.0,6782.5,577.1499999999996,0.0
3127,131,2023-11-16,7,6407.75,196.2,5.0,981.0,5426.75,0.0
3128,118,2024-04-23,9,38836.0,893.4,5.0,4467.0,34369.0,0.0
3129,81,2024-06-20,8,928328.6,23685.5,5.0,118427.5,809901.1,0.0
3130,140,2023-09-20,13,40750.0,586.81,5.0,2934.0499999999997,37815.95,0.0
3131,130,2023-01-01,13,53873.0,749.89,5.0,3749.45,50123.55,0.0
3132,133,2023-06-04,15,28391.0,348.47,5.0,1742.3500000000001,26648.65,0.0
3133,126,2024-05-23,11,27975.6,467.05,5.0,2335.25,25640.35,0.0
3134,139,2023-07-13,4,5415.0,246.89,5.0,1234.4499999999998,4180.55,0.0
3135,6,2024-09-25,14,157208.85,2172.43,5.0,10862.15,146346.7,0.0
3136,16,2024-05-16,9,256551.3,6212.42,5.0,31062.1,225489.19999999998,0.0
3137,90,2024-12-15,5,375712.65,14571.29,5.0,72856.45000000001,302856.2,0.0
3138,24,2023-12-29,8,176564.15,4129.65,5.0,20648.25,155915.9,0.0
3139,18,2023-04-09,5,126218.9,4834.43,5.0,24172.15,102046.75,0.0
3140,85,2024-08-31,5,183249.3,7885.27,5.0,39426.350000000006,143822.94999999998,0.0
3141,100,2024-09-09,4,397480.95,19807.28,5.0,99036.4,298444.55000000005,0.0
3142,39,2024-02-11,9,266695.0,5270.87,5.0,26354.35,240340.65,0.0
3143,8,2024-05-03,11,54826.0,947.05,5.0,4735.25,50090.75,0.0
3144,109,2024-03-31,1,591.85,169.23,5.0,846.15,-254.29999999999995,254.29999999999995
3145,76,2024-12-18,8,1185586.0,26819.81,5.0,134099.05000000002,1051486.95,0.0
3146,107,2023-12-11,9,12939.0,311.59,5.0,1557.9499999999998,11381.05,0.0
3147,113,2023-04-25,5,20876.25,815.5,5.0,4077.5,16798.75,0.0
3148,13,2024-04-14,1,7359.65,1356.5,5.0,6782.5,577.1499999999996,0.0
3149,68,2024-06-07,5,334486.0,13317.89,5.0,66589.45,267896.55,0.0
3150,48,2023-05-15,3,44209.0,2836.04,5.0,14180.2,30028.8,0.0
3151,58,2023-10-28,10,1033833.7,20157.55,5.0,100787.75,933045.95,0.0
3152,147,2023-02-07,2,6060.0,592.19,5.0,2960.9500000000003,3099.0499999999997,0.0
3153,113,2024-04-13,14,61529.0,815.5,5.0,4077.5,57451.5,0.0
3154,149,2023-04-05,3,3316.45,225.94,5.0,1129.7,2186.75,0.0
3155,136,2023-09-09,12,22497.9,533.84,5.0,2669.2000000000003,19828.7,0.0
3156,52,2023-02-19,13,178153.0,2634.69,5.0,13173.45,164979.55,0.0
3157,14,2023-06-13,15,537166.0,6767.66,5.0,33838.3,503327.7,0.0
3158,14,2024-04-25,4,136081.8,6767.66,5.0,33838.3,102243.49999999999,0.0
3159,141,2024-09-04,3,13627.75,972.86,5.0,4864.3,8763.45,0.0
3160,65,2023-09-01,9,218518.05,5225.24,5.0,26126.199999999997,192391.84999999998,0.0
3161,88,2024-11-15,9,435028.0,9896.1,5.0,49480.5,385547.5,0.0
3162,90,2023-05-14,14,1107363.0,14083.78,5.0,70418.90000000001,1036944.1,0.0
3163,33,2023-07-03,10,63800.1,1268.8,5.0,6344.0,57456.1,0.0
3164,56,2023-05-08,4,171955.0,8087.59,5.0,40437.95,131517.05,0.0
3165,47,2023-12-29,6,34901.1,1496.29,5.0,7481.45,27419.649999999998,0.0
3166,72,2023-05-22,7,697652.0,30675.48,5.0,153377.4,544274.6,0.0
3167,7,2024-05-08,6,117113.0,3678.62,5.0,18393.1,98719.9,0.0
3168,44,2023-11-21,13,133464.55,1963.02,5.0,9815.1,123649.44999999998,0.0
3169,113,2024-02-25,8,35160.0,815.5,5.0,4077.5,31082.5,0.0
3170,4,2024-07-02,1,3382.0,679.13,5.0,3395.65,-13.650000000000091,13.650000000000091
3171,11,2024-07-08,15,543479.0,7246.24,5.0,36231.2,507247.8,0.0
3172,44,2023-11-30,10,102664.6,1963.02,5.0,9815.1,92849.5,0.0
3173,77,2024-06-11,4,178819.0,8959.75,5.0,44798.75,134020.25,0.0
3174,38,2024-05-04,15,396917.0,5439.42,5.0,27197.1,369719.9,0.0
3175,22,2023-05-05,15,591793.0,7630.67,5.0,38153.35,553639.65,0.0
3176,112,2023-02-15,9,19629.0,398.23,5.0,1991.15,17637.85,0.0
3177,7,2023-02-22,10,185428.6,3678.62,5.0,18393.1,167035.5,0.0
3178,43,2024-12-02,8,266736.25,6219.32,5.0,31096.6,235639.65,0.0
3179,39,2024-03-27,5,148164.0,5270.87,5.0,26354.35,121809.65,0.0
3180,56,2024-10-16,3,122517.7,8087.59,5.0,40437.95,82079.75,0.0
3181,132,2024-09-18,7,10941.0,314.46,5.0,1572.3,9368.7,0.0
3182,123,2023-03-27,9,23744.3,535.37,5.0,2676.85,21067.45,0.0
3183,59,2023-09-26,9,784495.0,17882.07,5.0,89410.35,695084.65,0.0
3184,88,2023-12-31,15,725047.0,9954.59,5.0,49772.95,675274.05,0.0
3185,89,2023-05-30,4,314712.0,14832.32,5.0,74161.6,240550.4,0.0
3186,127,2024-08-24,14,20606.45,296.24,5.0,1481.2,19125.25,0.0
3187,122,2024-10-14,5,6612.0,271.3,5.0,1356.5,5255.5,0.0
3188,63,2023-06-05,14,1959407.0,27618.14,5.0,138090.7,1821316.3,0.0
3189,4,2023-06-05,1,3212.9,654.31,5.0,3271.5499999999997,-58.649999999999636,58.649999999999636
3190,98,2024-01-05,1,75392.95,15850.04,5.0,79250.20000000001,-3857.2500000000146,3857.2500000000146
3191,87,2023-01-13,2,133720.0,11794.37,5.0,58971.850000000006,74748.15,0.0
3192,65,2023-11-08,15,364197.7,5225.24,5.0,26126.199999999997,338071.5,0.0
3193,33,2023-09-13,11,73873.0,1268.8,5.0,6344.0,67529.0,0.0
3194,78,2024-05-10,13,1582900.0,24425.59,5.0,122127.95,1460772.05,0.0
3195,31,2023-03-09,15,118034.65,2418.07,5.0,12090.35,105944.29999999999,0.0
3196,20,2023-03-20,3,92500.0,5689.04,5.0,28445.2,64054.8,0.0
3197,30,2024-04-25,15,459532.1,6558.44,5.0,32792.2,426739.89999999997,0.0
3198,74,2023-05-11,3,246692.2,17160.36,5.0,85801.8,160890.40000000002,0.0
3199,145,2023-10-10,11,47848.0,820.56,5.0,4102.799999999999,43745.2,0.0
3200,48,2023-08-08,7,103154.0,3020.3,5.0,15101.5,88052.5,0.0
3201,133,2023-08-18,2,3595.75,348.47,5.0,1742.3500000000001,1853.3999999999999,0.0
3202,46,2023-02-05,5,23673.05,959.01,5.0,4795.05,18878.0,0.0
3203,113,2024-12-16,15,62627.8,777.57,5.0,3887.8500000000004,58739.950000000004,0.0
3204,76,2024-09-07,11,1548671.95,26819.81,5.0,134099.05000000002,1414572.9,0.0
3205,23,2024-12-19,9,100608.0,2244.66,5.0,11223.3,89384.7,0.0
3206,61,2023-11-06,9,239559.6,5396.92,5.0,26984.6,212575.0,0.0
3207,144,2023-05-26,11,24356.0,422.52,5.0,2112.6,22243.4,0.0
3208,110,2023-02-25,14,33190.15,476.03,5.0,2380.1499999999996,30810.0,0.0
3209,108,2024-03-27,9,30110.0,688.83,5.0,3444.15,26665.85,0.0
3210,136,2023-11-22,11,21708.0,390.62,5.0,1953.1,19754.9,0.0
3211,22,2023-02-22,8,315623.0,7630.67,5.0,38153.35,277469.65,0.0
3212,33,2023-03-24,7,44659.5,1268.8,5.0,6344.0,38315.5,0.0
3213,150,2023-09-07,7,11520.0,326.88,5.0,1634.4,9885.6,0.0
3214,74,2023-12-21,9,740075.65,17160.36,5.0,85801.8,654273.85,0.0
3215,16,2023-04-02,6,171034.2,5615.94,5.0,28079.699999999997,142954.5,0.0
3216,106,2023-10-08,14,61388.0,918.37,5.0,4591.85,56796.15,0.0
3217,134,2023-03-16,15,67225.8,899.33,5.0,4496.650000000001,62729.15,0.0
3218,11,2024-09-13,9,309782.65,7246.24,5.0,36231.2,273551.45,0.0
3219,111,2024-01-28,2,8141.5,821.82,5.0,4109.1,4032.3999999999996,0.0
3220,103,2023-08-27,1,1789.0,341.7,5.0,1708.5,80.5,0.0
3221,90,2024-01-14,12,901709.6,16092.39,5.0,80461.95,821247.65,0.0
3222,132,2023-04-26,1,1484.85,276.61,5.0,1383.0500000000002,101.79999999999973,0.0
3223,36,2024-01-23,12,257656.15,4476.41,5.0,22382.05,235274.1,0.0
3224,31,2023-09-04,5,39345.2,1724.43,5.0,8622.15,30723.049999999996,0.0
3225,18,2023-04-11,1,26572.0,4834.43,5.0,24172.15,2399.8499999999985,0.0
3226,141,2024-07-06,1,4782.0,972.86,5.0,4864.3,-82.30000000000018,82.30000000000018
3227,35,2024-04-21,15,165083.0,2106.85,5.0,10534.25,154548.75,0.0
3228,149,2024-10-20,6,6632.9,225.94,5.0,1129.7,5503.2,0.0
3229,25,2024-11-06,6,69121.05,2139.99,5.0,10699.949999999999,58421.100000000006,0.0
3230,131,2024-01-22,5,4577.1,196.2,5.0,981.0,3596.1000000000004,0.0
3231,45,2024-06-24,12,112902.75,1881.33,5.0,9406.65,103496.1,0.0
3232,51,2024-10-18,13,792363.65,11769.05,5.0,58845.25,733518.4,0.0
3233,134,2024-03-11,11,51894.0,948.15,5.0,4740.75,47153.25,0.0
3234,62,2024-06-17,4,408888.0,20000.78,5.0,100003.9,308884.1,0.0
3235,57,2023-10-05,10,1187906.0,22497.79,5.0,112488.95000000001,1075417.05,0.0
3236,103,2024-03-09,6,10735.0,341.7,5.0,1708.5,9026.5,0.0
3237,1,2023-06-02,13,409063.35,6360.91,5.0,31804.55,377258.8,0.0
3238,58,2024-03-14,15,1632369.0,20157.55,5.0,100787.75,1531581.25,0.0
3239,125,2024-12-26,15,51031.0,646.27,5.0,3231.35,47799.65,0.0
3240,134,2024-09-16,9,40335.1,948.15,5.0,4740.75,35594.35,0.0
3241,120,2023-08-04,13,38587.1,586.85,5.0,2934.25,35652.85,0.0
3242,83,2024-12-31,2,269608.0,35839.7,5.0,179198.5,90409.5,0.0
3243,81,2023-08-31,15,1740615.65,23345.09,5.0,116725.45,1623890.2,0.0
3244,67,2023-09-28,1,81499.55,16720.73,5.0,83603.65,-2104.0999999999913,2104.0999999999913
3245,93,2024-06-10,11,1049984.65,19072.72,5.0,95363.6,954621.0499999999,0.0
3246,120,2024-02-22,14,41555.85,635.45,5.0,3177.25,38378.6,0.0
3247,136,2023-05-10,12,23682.0,533.84,5.0,2669.2000000000003,21012.8,0.0
3248,33,2024-11-13,1,6380.2,1325.97,5.0,6629.85,-249.65000000000055,249.65000000000055
3249,14,2024-01-31,6,214866.0,6767.66,5.0,33838.3,181027.7,0.0
3250,109,2024-09-21,3,1774.6,123.24,5.0,616.1999999999999,1158.4,0.0
3251,128,2023-11-17,9,41856.0,853.09,5.0,4265.45,37590.55,0.0
3252,129,2023-06-30,5,15514.45,598.62,5.0,2993.1,12521.35,0.0
3253,94,2024-09-03,13,503272.95,8022.13,5.0,40110.65,463162.3,0.0
3254,71,2024-11-16,13,1692263.0,23100.17,5.0,115500.84999999999,1576762.15,0.0
3255,75,2024-07-15,7,229379.0,6193.58,5.0,30967.9,198411.1,0.0
3256,127,2023-01-08,8,12395.0,293.17,5.0,1465.8500000000001,10929.15,0.0
3257,85,2023-04-11,9,347208.0,7499.89,5.0,37499.450000000004,309708.55,0.0
3258,88,2023-08-07,1,48336.0,9954.59,5.0,49772.95,-1436.949999999997,1436.949999999997
3259,68,2023-02-05,14,889731.05,11988.94,5.0,59944.700000000004,829786.3500000001,0.0
3260,68,2023-05-26,4,267588.0,13226.26,5.0,66131.3,201456.7,0.0
3261,124,2024-01-20,15,56549.0,725.63,5.0,3628.15,52920.85,0.0
3262,27,2023-09-22,11,181626.0,3051.23,5.0,15256.15,166369.85,0.0
3263,58,2024-02-21,8,870597.0,20157.55,5.0,100787.75,769809.25,0.0
3264,9,2023-05-31,10,377202.25,7933.96,5.0,39669.8,337532.45,0.0
3265,4,2024-05-24,13,43964.0,679.13,5.0,3395.65,40568.35,0.0
3266,1,2024-06-27,2,66245.0,6633.66,5.0,33168.3,33076.7,0.0
3267,20,2024-07-04,7,205042.3,5689.04,5.0,28445.2,176597.09999999998,0.0
3268,60,2023-11-17,10,1033135.45,22190.02,5.0,110950.1,922185.35,0.0
3269,135,2024-08-06,11,18090.0,328.1,5.0,1640.5,16449.5,0.0
3270,57,2023-03-05,6,677105.85,22497.79,5.0,112488.95000000001,564616.8999999999,0.0
3271,105,2023-08-04,6,1857.0,62.64,5.0,313.2,1543.8,0.0
3272,18,2023-12-19,8,212580.0,5536.62,5.0,27683.1,184896.9,0.0
3273,137,2024-11-11,11,35378.0,673.98,5.0,3369.9,32008.1,0.0
3274,16,2024-08-21,13,370574.1,5491.48,5.0,27457.399999999998,343116.69999999995,0.0
3275,77,2024-10-08,9,382224.9,8959.75,5.0,44798.75,337426.15,0.0
3276,33,2024-01-27,5,33579.0,1268.8,5.0,6344.0,27235.0,0.0
3277,90,2023-08-17,4,300569.55,14083.78,5.0,70418.90000000001,230150.64999999997,0.0
3278,4,2023-02-10,12,40583.0,654.31,5.0,3271.5499999999997,37311.45,0.0
3279,80,2023-11-16,1,129224.0,24177.04,5.0,120885.20000000001,8338.799999999988,0.0
3280,103,2023-11-17,15,26838.0,341.7,5.0,1708.5,25129.5,0.0
3281,92,2023-09-16,12,1012936.55,16745.97,5.0,83729.85,929206.7000000001,0.0
3282,42,2024-05-12,9,53936.0,1263.57,5.0,6317.849999999999,47618.15,0.0
3283,73,2024-04-11,1,143160.0,28694.54,5.0,143472.7,-312.70000000001164,312.70000000001164
3284,69,2024-11-20,15,678975.0,8046.11,5.0,40230.549999999996,638744.45,0.0
3285,35,2023-05-17,2,22011.0,2106.85,5.0,10534.25,11476.75,0.0
3286,81,2023-05-08,10,1160410.75,23345.09,5.0,116725.45,1043685.3,0.0
3287,27,2024-08-24,10,156858.3,3051.23,5.0,15256.15,141602.15,0.0
3288,88,2024-07-07,4,183678.7,9896.1,5.0,49480.5,134198.2,0.0
3289,87,2023-02-20,13,869179.0,11794.37,5.0,58971.850000000006,810207.15,0.0
3290,8,2024-08-28,4,18940.15,947.05,5.0,4735.25,14204.900000000001,0.0
3291,74,2023-01-03,10,865586.0,22250.99,5.0,111254.95000000001,754331.05,0.0
3292,132,2023-03-16,3,4689.0,276.61,5.0,1383.0500000000002,3305.95,0.0
3293,127,2023-06-19,3,4648.0,296.24,5.0,1481.2,3166.8,0.0
3294,133,2023-04-24,7,12586.55,348.47,5.0,1742.3500000000001,10844.199999999999,0.0
3295,18,2023-07-10,7,186007.0,4834.43,5.0,24172.15,161834.85,0.0
3296,13,2024-06-17,7,51518.5,1356.5,5.0,6782.5,44736.0,0.0
3297,32,2024-10-17,3,35631.65,2288.99,5.0,11444.949999999999,24186.700000000004,0.0
3298,95,2024-03-14,9,596858.4,12945.63,5.0,64728.149999999994,532130.25,0.0
3299,52,2024-03-01,1,13704.0,2634.69,5.0,13173.45,530.5499999999993,0.0
3300,53,2024-08-13,11,590425.0,9496.3,5.0,47481.5,542943.5,0.0
3301,65,2024-07-05,11,267078.25,4996.52,5.0,24982.600000000002,242095.65,0.0
3302,11,2024-05-15,9,326087.0,7246.24,5.0,36231.2,289855.8,0.0
3303,22,2024-03-22,2,78906.0,7630.67,5.0,38153.35,40752.65,0.0
3304,77,2024-01-31,2,89409.0,8959.75,5.0,44798.75,44610.25,0.0
3305,141,2023-09-07,7,33473.0,962.15,5.0,4810.75,28662.25,0.0
3306,99,2024-09-27,9,965400.0,18977.86,5.0,94889.3,870510.7,0.0
3307,79,2024-01-24,14,926056.0,11724.63,5.0,58623.149999999994,867432.85,0.0
3308,96,2024-07-12,10,706208.0,14776.4,5.0,73882.0,632326.0,0.0
3309,54,2024-03-12,7,808206.8,23191.9,5.0,115959.5,692247.3,0.0
3310,34,2024-08-12,6,28029.75,951.66,5.0,4758.3,23271.45,0.0
3311,30,2023-08-15,13,398260.9,5636.75,5.0,28183.75,370077.15,0.0
3312,83,2023-09-03,12,1536764.65,35839.7,5.0,179198.5,1357566.15,0.0
3313,86,2023-01-24,13,1155010.95,17824.79,5.0,89123.95000000001,1065887.0,0.0
3314,105,2023-10-16,11,3405.0,62.64,5.0,313.2,3091.8,0.0
3315,100,2023-08-21,15,1569004.0,19807.28,5.0,99036.4,1469967.6,0.0
3316,139,2024-03-21,5,7124.0,246.89,5.0,1234.4499999999998,5889.55,0.0
3317,83,2024-12-06,4,512255.2,35839.7,5.0,179198.5,333056.7,0.0
3318,27,2024-02-23,5,82557.0,3051.23,5.0,15256.15,67300.85,0.0
3319,89,2023-10-13,11,822186.05,14832.32,5.0,74161.6,748024.4500000001,0.0
3320,58,2024-01-12,13,1343984.0,20157.55,5.0,100787.75,1243196.25,0.0
3321,91,2023-08-23,4,539544.0,26303.31,5.0,131516.55000000002,408027.44999999995,0.0
3322,6,2023-10-29,15,168437.85,2104.66,5.0,10523.3,157914.55000000002,0.0
3323,140,2023-08-10,10,31346.0,586.81,5.0,2934.0499999999997,28411.95,0.0
3324,16,2024-12-06,1,30006.0,5491.48,5.0,27457.399999999998,2548.600000000002,0.0
3325,36,2023-09-03,11,248615.0,4733.87,5.0,23669.35,224945.65,0.0
3326,96,2023-02-05,7,469628.7,13063.42,5.0,65317.1,404311.60000000003,0.0
3327,134,2023-01-09,9,42458.0,899.33,5.0,4496.650000000001,37961.35,0.0
3328,69,2023-06-26,2,90530.0,9219.51,5.0,46097.55,44432.45,0.0
3329,59,2023-07-29,6,496847.15,16694.98,5.0,83474.9,413372.25,0.0
3330,142,2023-05-15,14,10991.5,160.09,5.0,800.45,10191.05,0.0
3331,133,2024-09-12,14,26498.0,381.67,5.0,1908.3500000000001,24589.65,0.0
3332,47,2023-10-08,15,87251.8,1496.29,5.0,7481.45,79770.35,0.0
3333,123,2023-05-02,5,13190.75,535.37,5.0,2676.85,10513.9,0.0
3334,108,2023-11-30,4,13382.0,688.83,5.0,3444.15,9937.85,0.0
3335,77,2023-12-01,12,536456.0,8959.75,5.0,44798.75,491657.25,0.0
3336,137,2024-12-30,2,6432.45,673.98,5.0,3369.9,3062.5499999999997,0.0
3337,79,2024-01-29,12,793762.0,11724.63,5.0,58623.149999999994,735138.85,0.0
3338,3,2024-04-17,13,111448.3,1753.77,5.0,8768.85,102679.45,0.0
3339,124,2023-11-13,11,39395.55,725.63,5.0,3628.15,35767.4,0.0
3340,107,2024-03-16,2,2875.65,311.59,5.0,1557.9499999999998,1317.7000000000003,0.0
3341,34,2024-09-12,11,51388.35,951.66,5.0,4758.3,46630.049999999996,0.0
3342,41,2023-01-04,13,137800.0,1886.32,5.0,9431.6,128368.4,0.0
3343,103,2023-03-16,11,18696.95,341.7,5.0,1708.5,16988.45,0.0
3344,141,2023-12-22,10,47818.0,972.86,5.0,4864.3,42953.7,0.0
3345,78,2023-03-06,13,1503755.0,23053.04,5.0,115265.20000000001,1388489.8,0.0
3346,12,2023-09-10,2,5179.4,527.97,5.0,2639.8500000000004,2539.5499999999993,0.0
3347,20,2023-09-10,9,263625.95,5689.04,5.0,28445.2,235180.75,0.0
3348,118,2023-05-01,7,30206.0,797.41,5.0,3987.0499999999997,26218.95,0.0
3349,109,2023-07-13,7,4359.0,169.23,5.0,846.15,3512.85,0.0
3350,120,2023-08-01,11,34369.0,586.85,5.0,2934.25,31434.75,0.0
3351,33,2023-03-28,12,80589.0,1268.8,5.0,6344.0,74245.0,0.0
3352,125,2024-02-23,6,19391.4,646.27,5.0,3231.35,16160.050000000001,0.0
3353,101,2024-07-26,9,3962.45,82.96,5.0,414.79999999999995,3547.6499999999996,0.0
3354,129,2023-05-23,7,21719.85,598.62,5.0,2993.1,18726.75,0.0
3355,15,2024-04-28,14,371067.15,5267.98,5.0,26339.899999999998,344727.25,0.0
3356,3,2024-06-17,13,111448.3,1753.77,5.0,8768.85,102679.45,0.0
3357,40,2024-03-19,8,113472.0,2867.26,5.0,14336.300000000001,99135.7,0.0
3358,61,2023-03-09,10,266176.7,5396.92,5.0,26984.6,239192.1,0.0
3359,116,2023-10-29,5,12878.0,502.24,5.0,2511.2,10366.8,0.0
3360,82,2024-09-18,10,516340.0,9770.29,5.0,48851.450000000004,467488.55,0.0
3361,65,2023-10-24,14,357808.0,5225.24,5.0,26126.199999999997,331681.8,0.0
3362,48,2024-06-01,11,162100.0,2940.57,5.0,14702.85,147397.15,0.0
3363,112,2024-12-13,7,14503.65,406.44,5.0,2032.2,12471.449999999999,0.0
3364,71,2023-01-31,1,123665.3,24528.75,5.0,122643.75,1021.5500000000029,0.0
3365,35,2024-11-19,13,143072.0,2106.85,5.0,10534.25,132537.75,0.0
3366,60,2023-11-15,1,103313.45,22190.02,5.0,110950.1,-7636.650000000009,7636.650000000009
3367,61,2023-06-04,2,56037.0,5396.92,5.0,26984.6,29052.4,0.0
3368,120,2023-04-21,2,6249.0,586.85,5.0,2934.25,3314.75,0.0
3369,2,2024-04-13,14,186175.3,2829.74,5.0,14148.699999999999,172026.59999999998,0.0
3370,82,2024-04-03,4,206536.0,9770.29,5.0,48851.450000000004,157684.55,0.0
3371,27,2024-04-19,1,16511.0,3051.23,5.0,15256.15,1254.8500000000004,0.0
3372,41,2024-02-01,7,74200.0,2005.71,5.0,10028.55,64171.45,0.0
3373,149,2024-01-25,8,9309.0,225.94,5.0,1129.7,8179.3,0.0
3374,83,2024-07-04,2,256127.6,35839.7,5.0,179198.5,76929.1,0.0
3375,8,2024-05-05,14,69778.0,947.05,5.0,4735.25,65042.75,0.0
3376,1,2024-02-05,13,430593.0,6574.8,5.0,32874.0,397719.0,0.0
3377,24,2023-05-30,1,23232.0,4129.65,5.0,20648.25,2583.75,0.0
3378,149,2024-04-04,14,15476.45,225.94,5.0,1129.7,14346.75,0.0
3379,62,2024-12-27,3,291332.7,20000.78,5.0,100003.9,191328.80000000002,0.0
3380,132,2024-10-09,7,10941.0,314.46,5.0,1572.3,9368.7,0.0
3381,36,2024-11-27,3,67804.0,4476.41,5.0,22382.05,45421.95,0.0
3382,83,2023-09-30,14,1792891.3,35839.7,5.0,179198.5,1613692.8,0.0
3383,23,2024-02-23,7,78250.0,2108.74,5.0,10543.699999999999,67706.3,0.0
3384,124,2024-12-27,8,30159.0,665.23,5.0,3326.15,26832.85,0.0
3385,146,2023-04-21,3,1413.6,99.02,5.0,495.09999999999997,918.5,0.0
